Wk,Date,Rk,School,ID,Rating,Prev,High,Low
08,2012-12-24,1,Duke,duke-blue-devils,0.741,1,1,32
08,2012-12-24,2,Kansas,kansas-jayhawks,0.704,2,2,239
08,2012-12-24,3,Michigan,michigan-wolverines,0.692,3,2,37
08,2012-12-24,4,Colorado,colorado-buffaloes,0.691,4,1,298
08,2012-12-24,5,NC State,nc-state-wolfpack,0.679,5,2,107
08,2012-12-24,6,Butler,butler-bulldogs,0.670,6,2,269
08,2012-12-24,7,UNLV,unlv-runnin-rebels,0.665,10,6,191
08,2012-12-24,8,Louisville,louisville-cardinals,0.665,8,2,172
08,2012-12-24,9,Illinois,illinois-fighting-illini,0.660,9,3,86
08,2012-12-24,10,Miami (FL),miami-florida-hurricanes,0.657,7,2,176
08,2012-12-24,11,Arizona,arizona-wildcats,0.654,19,2,275
08,2012-12-24,12,Minnesota,minnesota-golden-gophers,0.649,11,3,185
08,2012-12-24,13,New Mexico,new-mexico-lobos,0.646,12,2,188
08,2012-12-24,14,Wichita St,wichita-st-shockers,0.642,13,8,86
08,2012-12-24,15,Syracuse,syracuse-orange,0.641,14,3,263
08,2012-12-24,16,Belmont,belmont-bruins,0.635,17,1,264
08,2012-12-24,17,Creighton,creighton-bluejays,0.634,16,7,233
08,2012-12-24,18,Indiana,indiana-hoosiers,0.634,15,4,269
08,2012-12-24,19,Oklahoma St,oklahoma-st-cowboys,0.630,18,2,251
08,2012-12-24,20,Murray St,murray-st-racers,0.627,20,1,168
08,2012-12-24,21,Gonzaga,gonzaga-bulldogs,0.626,21,5,336
08,2012-12-24,22,Florida,florida-gators,0.626,22,3,71
08,2012-12-24,23,Colorado St,colorado-st-rams,0.618,39,8,303
08,2012-12-24,24,Oklahoma,oklahoma-sooners,0.615,25,13,337
08,2012-12-24,25,Cincinnati,cincinnati-bearcats,0.614,24,16,205
08,2012-12-24,26,Wyoming,wyoming-cowboys,0.614,27,20,209
08,2012-12-24,27,U Mass,massachusetts-minutemen,0.613,23,23,256
08,2012-12-24,28,Connecticut,connecticut-huskies,0.611,28,1,50
08,2012-12-24,29,Canisius,canisius-golden-griffins,0.611,26,26,330
08,2012-12-24,30,VCU,vcu-rams,0.609,30,16,127
08,2012-12-24,31,Michigan St,michigan-st-spartans,0.607,29,4,232
08,2012-12-24,32,Ste F Austin,stephen-f-austin-lumberjacks,0.605,31,8,339
08,2012-12-24,33,Temple,temple-owls,0.600,33,25,329
08,2012-12-24,34,La Salle,la-salle-explorers,0.599,35,24,250
08,2012-12-24,35,Missouri,missouri-tigers,0.599,34,6,152
08,2012-12-24,36,Ohio State,ohio-st-buckeyes,0.595,36,5,167
08,2012-12-24,37,IL-Chicago,illinois-chicago-flames,0.595,40,18,286
08,2012-12-24,38,Boise State,boise-st-broncos,0.595,32,22,205
08,2012-12-24,39,BYU,brigham-young-cougars,0.592,38,30,292
08,2012-12-24,40,Illinois St,illinois-st-redbirds,0.591,42,24,168
08,2012-12-24,41,Bucknell,bucknell-bison,0.591,43,2,181
08,2012-12-24,42,Georgetown,georgetown-hoyas,0.590,41,7,169
08,2012-12-24,43,California,california-golden-bears,0.588,47,14,177
08,2012-12-24,44,Baylor,baylor-bears,0.587,46,8,299
08,2012-12-24,45,UCSB,uc-santa-barbara-gauchos,0.586,45,45,254
08,2012-12-24,46,Maryland,maryland-terrapins,0.583,44,28,203
08,2012-12-24,47,Nebraska,nebraska-cornhuskers,0.580,37,20,174
08,2012-12-24,48,Cal St Nrdge,csu-northridge-matadors,0.580,49,23,310
08,2012-12-24,49,Middle Tenn,middle-tennessee-st-blue-raiders,0.580,52,19,88
08,2012-12-24,50,N Carolina,north-carolina-tar-heels,0.579,50,7,134
08,2012-12-24,51,Kentucky,kentucky-wildcats,0.579,54,2,102
08,2012-12-24,52,Geo Mason,george-mason-patriots,0.578,55,12,204
08,2012-12-24,53,Stanford,stanford-cardinal,0.578,53,24,276
08,2012-12-24,54,LSU,louisiana-state-tigers,0.578,51,15,185
08,2012-12-24,55,Pittsburgh,pittsburgh-panthers,0.576,48,27,190
08,2012-12-24,56,Iowa State,iowa-st-cyclones,0.575,56,26,293
08,2012-12-24,57,Oregon,oregon-ducks,0.574,57,16,301
08,2012-12-24,58,Tennessee,tennessee-volunteers,0.571,58,41,278
08,2012-12-24,59,Alabama,alabama-crimson-tide,0.570,59,2,106
08,2012-12-24,60,N Dakota St,north-dakota-state-bison,0.569,63,10,315
08,2012-12-24,61,Dayton,dayton-flyers,0.569,60,17,209
08,2012-12-24,62,Arizona St,arizona-st-sun-devils,0.569,61,33,312
08,2012-12-24,63,Texas A&M,texas-am-aggies,0.568,62,2,301
08,2012-12-24,64,San Diego St,san-diego-st-aztecs,0.566,75,23,274
08,2012-12-24,65,NW State,northwestern-st-demons,0.566,65,27,313
08,2012-12-24,66,Iowa,iowa-hawkeyes,0.566,64,51,304
08,2012-12-24,67,McNeese St,mcneese-st-cowboys,0.565,66,43,255
08,2012-12-24,68,Lehigh,lehigh-mountain-hawks,0.565,70,58,306
08,2012-12-24,69,Saint Louis,saint-louis-billikens,0.562,69,16,296
08,2012-12-24,70,Mississippi,mississippi-rebels,0.561,73,31,199
08,2012-12-24,71,Seton Hall,seton-hall-pirates,0.561,68,48,229
08,2012-12-24,72,W Michigan,western-michigan-broncos,0.559,71,58,290
08,2012-12-24,73,Fla Gulf Cst,florida-gulf-coast-eagles,0.559,67,17,213
08,2012-12-24,74,S Mississippi,southern-miss-golden-eagles,0.556,77,6,147
08,2012-12-24,75,Charlotte,charlotte-49ers,0.556,72,30,201
08,2012-12-24,76,Wagner,wagner-seahawks,0.555,76,74,295
08,2012-12-24,77,W Kentucky,western-kentucky-hilltoppers,0.555,83,14,316
08,2012-12-24,78,Kansas St,kansas-st-wildcats,0.555,87,16,182
08,2012-12-24,79,Richmond,richmond-spiders,0.554,84,8,188
08,2012-12-24,80,UCLA,ucla-bruins,0.553,80,23,278
08,2012-12-24,81,Xavier,xavier-musketeers,0.553,78,14,253
08,2012-12-24,82,Stony Brook,stony-brook-seawolves,0.553,81,11,164
08,2012-12-24,83,Notre Dame,notre-dame-fighting-irish,0.552,82,30,98
08,2012-12-24,84,Providence,providence-friars,0.552,86,76,294
08,2012-12-24,85,St Josephs,st-josephs-hawks,0.551,85,33,277
08,2012-12-24,86,Indiana St,indiana-st-sycamores,0.551,79,24,299
08,2012-12-24,87,Akron,akron-zips,0.549,112,34,285
08,2012-12-24,88,S Dakota St,south-dakota-state-jackrabbits,0.547,95,38,194
08,2012-12-24,89,Mt St Marys,mount-st-marys-mountaineers,0.547,91,35,303
08,2012-12-24,90,Fairfield,fairfield-stags,0.547,96,56,182
08,2012-12-24,91,Col Charlestn,charleston-cougars,0.547,92,66,296
08,2012-12-24,92,St Johns,st-johns-red-storm,0.546,94,26,331
08,2012-12-24,93,Jksnville St,jacksonville-st-gamecocks,0.545,89,23,321
08,2012-12-24,94,Utah State,utah-st-aggies,0.545,88,84,339
08,2012-12-24,95,Weber State,weber-st-wildcats,0.544,97,66,347
08,2012-12-24,96,TX El Paso,texas-el-paso-miners,0.544,133,26,338
08,2012-12-24,97,Marquette,marquette-golden-eagles,0.543,100,9,188
08,2012-12-24,98,Washington,washington-huskies,0.543,102,18,213
08,2012-12-24,99,St Marys,st-marys-gaels,0.543,74,24,243
08,2012-12-24,100,GA Tech,georgia-tech-yellow-jackets,0.542,93,17,206
08,2012-12-24,101,Miami (OH),miami-oh-red-hawks,0.541,107,47,287
08,2012-12-24,102,Villanova,villanova-wildcats,0.541,105,11,173
08,2012-12-24,103,Elon,elon-university-phoenix,0.540,98,28,315
08,2012-12-24,104,Northwestern,northwestern-wildcats,0.539,99,25,170
08,2012-12-24,105,LA Tech,louisiana-tech-bulldogs,0.539,108,12,225
08,2012-12-24,106,Rutgers,rutgers-scarlet-knights,0.538,114,4,222
08,2012-12-24,107,Texas,texas-longhorns,0.538,109,18,281
08,2012-12-24,108,S Florida,south-florida-bulls,0.538,101,40,178
08,2012-12-24,109,Albany,albany-great-danes,0.537,104,23,227
08,2012-12-24,110,Southern,southern-jaguars,0.537,103,67,323
08,2012-12-24,111,Harvard,harvard-crimson,0.537,116,37,275
08,2012-12-24,112,W Virginia,west-virginia-mountaineers,0.537,106,52,332
08,2012-12-24,113,Montana,montana-grizzlies,0.536,111,24,309
08,2012-12-24,114,Santa Clara,santa-clara-broncos,0.536,110,59,318
08,2012-12-24,115,Arkansas,arkansas-razorbacks,0.536,113,68,271
08,2012-12-24,116,Utah,utah-utes,0.536,117,55,347
08,2012-12-24,117,Pacific,pacific-tigers,0.535,90,39,326
08,2012-12-24,118,Memphis,memphis-tigers,0.535,122,11,280
08,2012-12-24,119,Detroit,detroit-titans,0.533,115,57,333
08,2012-12-24,120,Tulsa,tulsa-golden-hurricane,0.531,118,70,220
