Wk,Date,Rk,School,ID,Rating,Prev,High,Low
10,2013-01-07,1,Duke,duke-blue-devils,0.733,1,1,32
10,2013-01-07,2,Kansas,kansas-jayhawks,0.694,2,2,239
10,2013-01-07,3,Michigan,michigan-wolverines,0.688,4,2,37
10,2013-01-07,4,Arizona,arizona-wildcats,0.687,3,2,275
10,2013-01-07,5,Gonzaga,gonzaga-bulldogs,0.680,5,5,336
10,2013-01-07,6,Colorado,colorado-buffaloes,0.673,6,1,298
10,2013-01-07,7,Minnesota,minnesota-golden-gophers,0.671,8,3,185
10,2013-01-07,8,Miami (FL),miami-florida-hurricanes,0.671,7,2,176
10,2013-01-07,9,Louisville,louisville-cardinals,0.662,9,2,172
10,2013-01-07,10,Illinois,illinois-fighting-illini,0.654,10,3,86
10,2013-01-07,11,New Mexico,new-mexico-lobos,0.654,12,2,188
10,2013-01-07,12,Creighton,creighton-bluejays,0.651,14,7,233
10,2013-01-07,13,Syracuse,syracuse-orange,0.647,16,3,263
10,2013-01-07,14,Florida,florida-gators,0.647,11,3,71
10,2013-01-07,15,Indiana,indiana-hoosiers,0.646,13,4,269
10,2013-01-07,16,NC State,nc-state-wolfpack,0.645,15,2,107
10,2013-01-07,17,Wichita St,wichita-st-shockers,0.639,18,8,86
10,2013-01-07,18,Butler,butler-bulldogs,0.632,17,2,269
10,2013-01-07,19,Oklahoma,oklahoma-sooners,0.625,19,13,337
10,2013-01-07,20,Colorado St,colorado-st-rams,0.617,20,8,303
10,2013-01-07,21,Belmont,belmont-bruins,0.617,21,1,264
10,2013-01-07,22,Michigan St,michigan-st-spartans,0.614,26,4,232
10,2013-01-07,23,UNLV,unlv-runnin-rebels,0.614,23,6,191
10,2013-01-07,24,Wyoming,wyoming-cowboys,0.613,22,20,209
10,2013-01-07,25,Missouri,missouri-tigers,0.613,25,6,152
10,2013-01-07,26,Indiana St,indiana-st-sycamores,0.613,24,24,299
10,2013-01-07,27,Temple,temple-owls,0.611,29,25,329
10,2013-01-07,28,Bucknell,bucknell-bison,0.610,27,2,181
10,2013-01-07,29,Connecticut,connecticut-huskies,0.608,28,1,50
10,2013-01-07,30,BYU,brigham-young-cougars,0.600,30,30,292
10,2013-01-07,31,Marquette,marquette-golden-eagles,0.598,34,9,188
10,2013-01-07,32,VCU,vcu-rams,0.598,32,16,127
10,2013-01-07,33,Boise State,boise-st-broncos,0.598,36,22,205
10,2013-01-07,34,Cincinnati,cincinnati-bearcats,0.596,38,16,205
10,2013-01-07,35,Baylor,baylor-bears,0.595,31,8,299
10,2013-01-07,36,Oklahoma St,oklahoma-st-cowboys,0.595,35,2,251
10,2013-01-07,37,Georgetown,georgetown-hoyas,0.593,37,7,169
10,2013-01-07,38,UCLA,ucla-bruins,0.592,39,23,278
10,2013-01-07,39,Middle Tenn,middle-tennessee-st-blue-raiders,0.592,42,19,88
10,2013-01-07,40,Kansas St,kansas-st-wildcats,0.592,43,16,182
10,2013-01-07,41,San Diego St,san-diego-st-aztecs,0.591,46,23,274
10,2013-01-07,42,Ohio State,ohio-st-buckeyes,0.590,40,5,167
10,2013-01-07,43,N Carolina,north-carolina-tar-heels,0.590,33,7,134
10,2013-01-07,44,N Dakota St,north-dakota-state-bison,0.589,44,10,315
10,2013-01-07,45,Murray St,murray-st-racers,0.589,41,1,168
10,2013-01-07,46,U Mass,massachusetts-minutemen,0.588,45,23,256
10,2013-01-07,47,Notre Dame,notre-dame-fighting-irish,0.585,47,30,98
10,2013-01-07,48,Oregon,oregon-ducks,0.582,67,16,301
10,2013-01-07,49,La Salle,la-salle-explorers,0.582,49,24,250
10,2013-01-07,50,Seton Hall,seton-hall-pirates,0.581,48,48,229
10,2013-01-07,51,LA Tech,louisiana-tech-bulldogs,0.577,51,12,225
10,2013-01-07,52,Ste F Austin,stephen-f-austin-lumberjacks,0.576,54,8,339
10,2013-01-07,53,IL-Chicago,illinois-chicago-flames,0.575,52,18,286
10,2013-01-07,54,Iowa State,iowa-st-cyclones,0.575,50,26,293
10,2013-01-07,55,Arizona St,arizona-st-sun-devils,0.575,82,33,312
